title,distance_to_motorway_m,distance_to_aroad_or_motorway_m,distance_to_broad_or_aroad_or_motorway_m,distance_to_public_road_m,distance_to_major_river_m,distance_to_secondary_river_m,distance_to_watercourse_m,distance_to_railway_m,distance_to_woodland_m,distance_to_offroad_cyclepath_m,distance_to_large_greenspace_m,distance_to_medium_greenspace_m,distance_to_small_greenspace_m
946 8,1927,61,61,0,3861,1966,504,477,770,376,2292,1806,505
946 9,1496,294,294,16,3528,2360,533,16,965,388,2437,2240,745
946 10,1822,193,193,19,3832,2247,515,198,989,194,2500,2088,769
946 11,1547,107,107,17,3442,1949,240,409,549,673,2029,1853,792
946 12,1481,22,22,11,3429,2099,382,260,681,582,2156,1999,886
947 1,1354,751,751,16,3205,2825,440,428,630,0,2472,2472,286
947 2,1515,695,695,9,3325,2757,279,330,651,158,2626,2621,361
947 3,1627,386,386,39,3640,2445,371,10,957,226,2587,2303,681
947 4,1409,623,623,6,3344,2692,395,289,739,89,2602,2571,415
947 5,1664,612,612,31,3286,2876,160,409,530,60,2653,2653,341
947 6,1677,530,530,9,3544,2586,216,128,819,183,2743,2434,575
947 7,1509,385,385,4,3565,2448,447,39,963,336,2531,2322,658
947 8,1711,360,360,23,3701,2416,363,14,989,150,2600,2264,735
947 9,1744,603,603,10,3343,2856,90,373,565,0,2726,2697,416
947 10,1532,495,495,21,3507,2557,345,136,850,258,2647,2424,555
947 11,1778,442,442,15,3665,2496,266,18,919,71,2710,2337,697
947 12,1784,666,666,10,3432,2773,9,287,652,0,2809,2615,497
948 1,1558,158,158,74,2750,2750,30,768,89,36,2199,2199,0
948 2,1695,398,398,9,3105,3096,281,620,317,32,2529,2529,243
948 3,1466,328,328,83,2860,2860,80,815,224,16,2245,2245,2
948 4,1715,548,548,16,3267,2927,166,447,489,0,2658,2658,353
948 5,1477,195,195,107,2719,2719,44,822,170,0,2139,2139,0
948 6,1337,436,436,53,2869,2869,115,776,358,85,2199,2199,53
948 7,1450,433,433,10,2958,2958,186,708,314,11,2315,2315,14
948 8,1356,629,629,25,3086,2955,337,553,511,7,2379,2379,158
948 9,1344,512,512,35,2959,2959,207,684,411,8,2274,2274,45
948 10,1557,346,346,32,2952,2952,156,741,222,5,2355,2355,68
948 11,1528,535,535,33,3115,2996,335,560,411,111,2468,2468,157
948 12,1737,185,185,37,2923,2923,72,718,125,153,2410,2410,154
949 1,1472,76,76,21,2546,2546,221,712,256,25,2003,2003,138
949 2,1632,74,74,48,2721,2721,51,676,51,6,2212,2212,0
949 3,1756,121,121,19,2587,2587,54,464,253,0,2172,2172,136
949 4,1593,202,127,54,2315,2315,261,377,261,30,1935,1935,374
949 5,1802,12,12,0,2800,2800,31,562,135,119,2307,2307,121
949 6,1733,45,45,11,2652,2652,83,529,173,0,2208,2208,58
949 7,1792,266,266,27,2500,2500,136,326,393,0,2041,2041,281
949 8,1542,110,110,22,2683,2683,95,736,123,38,2141,2141,21
949 9,1714,34,34,10,2748,2748,57,614,69,34,2270,2270,35
949 10,1849,138,138,24,2655,2655,0,415,271,76,2144,2144,172
949 11,1893,361,361,22,2509,2509,212,212,401,76,1931,1931,380
949 12,1492,139,19,19,2291,2291,313,467,313,22,1860,1860,380
950 1,1818,642,437,88,2088,2088,59,21,201,123,1661,1661,765
950 2,1737,536,356,167,2124,2124,0,58,102,110,1768,1768,675
950 3,1673,340,241,87,2263,2263,156,238,156,65,1945,1945,477
950 4,1790,448,366,133,2284,2284,137,126,193,55,1832,1832,536
950 5,1896,503,456,81,2366,2366,194,79,302,32,1789,1789,536
950 6,1609,532,228,24,2016,2016,71,114,72,0,1793,1793,722
950 7,1577,252,134,35,2255,2255,201,339,201,0,1895,1895,437
950 8,1641,642,242,36,1929,1929,170,24,179,100,1759,1759,830
950 9,1764,319,295,71,2404,2404,240,262,292,33,1971,1971,376
950 10,1844,545,443,59,2236,2236,66,29,214,35,1735,1735,630
950 11,1908,720,521,18,2101,2101,77,108,294,55,1571,1571,821
950 12,1660,432,266,88,2159,2159,45,166,47,36,1876,1876,590
951 1,1818,1119,341,48,1630,1630,583,383,649,341,1357,1357,963
951 2,1739,1111,261,55,1573,1573,612,337,648,318,1417,1417,1029
951 3,1848,786,419,72,1952,1952,214,141,318,173,1555,1555,925
951 4,1893,878,433,50,1899,1899,292,226,408,169,1477,1477,1015
951 5,1649,1026,174,24,1577,1577,563,226,576,207,1530,1471,1140
951 6,1963,1055,490,59,1816,1816,439,394,585,159,1321,1321,908
951 7,1948,1153,471,43,1721,1721,553,466,680,224,1258,1258,854
951 8,2045,1099,572,65,1863,1863,432,456,635,89,1252,1252,839
951 9,1667,1156,186,18,1481,1481,687,332,704,293,1435,1354,1072
951 10,2048,935,593,17,2012,2012,245,318,492,10,1366,1366,974
951 11,1729,972,257,15,1682,1682,478,229,508,268,1505,1505,1104
951 12,1648,768,198,22,1800,1800,306,31,314,231,1692,1692,965
952 1,1827,1610,243,31,1267,1267,313,738,840,623,1072,1025,846
952 2,1647,1275,141,110,1368,1368,637,407,829,365,1376,1229,1033
952 3,1768,1301,262,76,1444,1444,557,493,838,450,1278,1272,938
952 4,1693,1197,206,59,1467,1467,674,376,741,336,1392,1328,1036
952 5,1689,1505,144,27,1220,1220,470,595,792,578,1228,1030,982
952 6,1952,1597,368,37,1375,1375,232,813,792,506,976,976,719
952 7,1946,1485,417,24,1467,1467,343,718,839,427,1051,1051,735
952 8,2110,1400,605,21,1697,1697,431,721,785,201,1010,1010,619
952 9,1901,1344,395,18,1528,1528,483,592,873,380,1170,1170,808
952 10,1721,1655,113,17,1138,1138,396,626,711,642,1146,909,909
952 11,2041,1504,430,23,1406,1406,153,835,698,471,883,883,632
952 12,1820,1531,272,29,1317,1317,360,686,888,579,1113,1092,851
953 1,2231,1288,523,131,1428,1428,0,786,493,469,640,640,475
953 2,2300,1170,322,58,1304,1304,83,566,529,504,524,524,508
953 3,1821,1635,60,15,983,983,370,406,658,384,999,724,724
953 4,2289,1198,402,17,1336,1336,79,624,498,482,531,531,491
953 5,2113,1384,353,28,1240,1240,157,596,635,604,712,712,630
953 6,2140,1385,459,61,1387,1387,8,776,584,517,740,740,558
953 7,2122,1416,481,23,1429,1429,88,835,610,463,790,790,557
953 8,2229,1271,470,42,1350,1350,95,680,515,497,602,602,512
953 9,2072,1435,350,15,1264,1264,87,649,657,636,768,768,645
953 10,1744,1715,104,18,1117,1117,369,584,694,588,1108,869,869
953 11,1857,1669,224,19,1219,1219,260,673,812,657,1014,967,828
953 12,2223,1240,304,13,1227,1227,161,504,605,583,604,604,587
954 1,2275,1140,191,28,1219,1219,191,445,632,579,581,581,581
954 2,2260,920,19,19,1180,1180,379,302,780,577,584,584,584
954 3,2144,871,86,74,1115,1115,496,205,889,636,654,654,654
954 4,2354,947,40,29,1250,1250,285,390,688,521,522,522,522
954 5,2076,1021,180,1,944,944,576,71,857,535,819,769,746
954 6,2318,1147,296,43,1306,1306,87,555,530,501,511,511,503
954 7,1900,1375,8,8,805,805,586,93,636,201,995,567,567
954 8,2111,945,169,17,1029,1029,529,138,943,614,736,736,736
954 9,2098,1168,31,0,945,945,489,145,798,403,831,741,741
954 10,2160,1215,156,24,1101,1101,297,350,740,482,701,701,700
954 11,2035,1088,199,16,869,869,624,12,777,465,894,692,677
954 12,2249,1077,39,1,1120,1120,328,306,765,550,658,658,658
955 1,1665,757,432,16,844,844,579,180,841,700,1065,755,651
955 2,1803,829,369,34,884,884,660,85,845,736,960,748,668
955 3,2005,847,189,46,1029,1029,619,79,973,707,767,767,767
955 4,1731,961,257,21,718,718,675,224,675,645,1103,579,498
955 5,1836,557,199,20,1134,1134,425,59,1120,740,840,840,840
955 6,1917,1046,265,29,796,796,737,64,738,510,973,628,589
955 7,1602,678,476,13,876,876,500,196,866,630,1100,817,701
955 8,1887,706,215,21,1053,1053,570,35,1015,750,821,821,821
955 9,1888,862,310,32,925,925,708,19,871,691,893,769,701
955 10,1995,654,85,22,1178,1178,478,164,1028,620,697,697,697
955 11,2133,829,66,66,1140,1140,513,212,893,612,638,638,638
955 12,1758,880,350,15,804,804,705,159,767,702,1033,671,588
956 1,1232,410,410,85,928,928,376,325,922,297,1427,1008,707
956 2,1316,183,183,106,1086,1086,121,71,1176,514,1312,1268,967
956 3,1546,709,433,59,819,819,536,263,802,578,1165,776,643
956 4,1377,250,250,89,1124,1124,147,84,1129,528,1252,1232,929
956 5,1624,443,375,21,1105,1105,267,34,1073,678,1030,1030,896
956 6,1473,615,501,65,876,876,454,270,832,499,1213,866,653
956 7,1339,720,338,11,728,728,596,441,672,377,1368,772,486
956 8,1643,565,396,15,998,998,388,98,980,669,1037,939,814
956 9,1459,277,277,12,1198,1198,129,42,1138,587,1171,1171,943
956 10,1332,599,440,33,840,840,490,377,777,357,1350,894,583
956 11,1243,533,445,24,870,870,486,409,797,270,1434,901,590
956 12,1355,514,514,32,924,924,409,309,860,383,1322,975,663
957 1,1113,414,353,8,787,787,509,459,843,147,1568,886,598
957 2,986,405,226,90,664,664,621,563,809,22,1694,799,530
957 3,1226,132,132,11,1017,1017,179,88,1203,472,1404,1266,952
957 4,1012,209,209,60,754,754,445,346,1036,207,1623,1034,688
957 5,1007,329,281,70,695,695,545,478,896,89,1660,890,615
957 6,1102,320,320,21,811,811,426,367,950,211,1547,986,704
957 7,1110,142,142,24,898,898,299,182,1161,371,1518,1189,833
957 8,872,144,144,21,628,628,567,416,1066,176,1762,1009,563
957 9,735,147,95,59,481,481,481,532,1058,146,1906,929,416
957 10,705,25,25,25,525,525,525,444,1179,152,1923,1027,468
957 11,1156,91,91,14,966,966,246,101,1231,452,1479,1268,902
957 12,974,36,36,0,851,851,442,134,1324,459,1677,1298,794
958 1,614,21,21,21,431,431,431,524,1155,53,2016,959,378
958 2,401,81,14,14,276,276,276,646,1195,4,1927,895,243
958 3,420,191,191,18,561,561,561,288,1653,11,2238,1352,642
958 4,515,8,8,8,361,361,361,575,1175,0,2021,930,317
958 5,538,53,53,14,450,450,450,478,1267,87,2092,1032,411
958 6,289,229,78,42,317,317,317,593,1365,119,1949,1025,314
958 7,462,262,262,11,564,564,564,317,1565,24,2221,1283,593
958 8,392,242,212,5,459,459,459,450,1445,163,2091,1144,453
958 9,754,229,229,6,748,748,698,182,1465,318,1928,1311,708
958 10,576,232,232,5,614,614,614,306,1455,178,2094,1222,583
958 11,654,147,147,15,615,615,615,315,1379,243,1996,1185,575
958 12,274,274,173,26,355,355,355,495,1485,175,2014,1141,417
968 1,494,387,387,83,5362,2372,22,171,1307,6,1971,960,4
968 2,858,252,252,61,5202,2159,37,19,1173,25,1639,668,60
968 3,870,325,325,109,5272,2223,13,89,1101,23,1669,605,0
968 4,420,393,393,75,5422,2441,12,228,1262,0,2051,1013,0
968 5,662,284,284,78,5248,2237,7,63,1327,40,1801,845,0
968 6,942,387,387,55,5330,2266,4,144,987,103,1660,495,0
968 7,787,163,163,14,5118,2092,143,36,1302,43,1641,792,64
968 8,780,350,350,45,5301,2263,4,118,1163,19,1743,681,0
968 9,607,388,388,32,5613,2579,273,430,1028,312,2028,742,238
968 10,638,463,463,15,5423,2400,104,240,1215,115,1903,773,85
968 11,586,338,338,62,5308,2305,22,121,1346,9,1881,890,0
968 12,648,155,155,25,5123,2123,66,34,1423,172,1741,923,69
969 1,975,331,331,112,5274,2213,11,87,1003,60,1605,498,0
969 2,883,62,62,26,5011,1969,222,143,1254,141,1491,752,204
969 3,1048,180,180,37,5119,2056,38,39,1084,28,1468,558,96
969 4,940,264,264,71,5209,2155,10,25,1091,0,1589,581,28
969 5,1113,290,290,109,5243,2098,27,50,915,58,1504,392,0
969 6,1041,59,59,13,4850,1790,245,308,1034,237,1271,748,365
969 7,1076,172,172,31,4737,1676,314,421,948,295,1181,826,469
969 8,1124,197,197,38,5143,2044,5,19,1000,27,1434,472,64
969 9,1240,28,28,28,4909,1804,71,261,934,54,1179,585,288
969 10,969,95,95,9,5039,1986,148,116,1193,138,1455,667,188
969 11,1217,106,106,17,5070,1934,14,98,1000,22,1327,467,124
969 12,1045,39,39,12,4977,1915,143,181,1115,133,1357,647,237
970 1,1445,196,196,9,4792,1574,86,399,716,75,963,628,482
970 2,1567,350,350,28,4685,1374,74,528,531,212,778,724,659
970 3,1590,438,438,16,4618,1274,8,608,436,294,681,681,672
970 4,1576,153,153,27,4879,1529,26,330,722,13,966,528,480
970 5,1323,155,155,12,4801,1675,90,375,801,77,1046,657,415
970 6,1468,365,365,17,4638,1415,54,562,544,241,791,771,655
970 7,1275,376,376,15,4568,1487,144,609,635,298,871,871,630
970 8,1284,519,519,12,4448,1364,0,737,501,413,731,731,502
970 9,1393,414,414,14,4575,1421,50,618,534,294,777,777,624
970 10,1559,273,273,14,4749,1454,151,457,613,138,860,658,577
970 11,1324,269,269,6,4681,1600,202,496,714,190,955,768,529
970 12,1280,657,657,21,4328,1244,115,865,388,541,604,604,377
971 1,1485,968,968,66,4132,863,41,1053,82,817,181,181,181
971 2,1430,698,698,50,4338,1134,113,882,235,566,471,471,393
971 3,1807,543,543,23,4594,1032,33,705,356,384,539,539,539
971 4,1497,835,835,61,4249,965,65,1000,65,687,303,303,303
971 5,1605,697,697,25,4404,1016,147,854,171,543,410,410,410
971 6,1320,694,694,51,4307,1221,122,894,324,572,542,542,358
971 7,1699,633,633,11,4487,1014,54,789,245,474,456,456,456
971 8,1862,747,747,25,4444,790,62,914,305,542,369,369,368
971 9,1420,787,787,111,4259,1064,61,968,167,652,391,391,324
971 10,1398,903,903,53,4152,983,76,1082,135,767,295,295,246
971 11,1649,768,768,20,4358,915,121,923,121,608,324,324,324
971 12,1665,535,535,14,4562,1134,0,691,333,381,565,565,565
972 1,1816,1209,1209,19,4057,385,224,595,231,681,179,179,179
972 2,1581,1230,1230,42,3941,578,0,737,101,793,0,0,0
972 3,1938,1250,1250,38,4095,274,274,491,315,547,72,72,72
972 4,1682,1305,1305,17,3919,431,82,593,82,665,54,54,54
972 5,1563,1101,1101,9,4046,690,0,873,16,938,1,1,1
972 6,1799,871,871,25,4318,704,190,919,250,671,244,244,244
972 7,2003,990,990,34,4330,500,117,685,147,620,282,282,128
972 8,1965,901,901,36,4375,598,173,783,208,662,351,351,204
972 9,1698,1116,1116,17,4078,554,69,758,101,836,56,56,56
972 10,1711,1413,1413,20,3847,344,95,475,142,544,0,0,0
972 11,1878,991,991,18,4259,544,242,758,273,724,244,244,242
972 12,1514,1054,1054,10,4070,772,7,954,98,898,81,81,81
973 1,1835,1522,1522,41,3831,177,9,301,230,400,0,0,0
973 2,2107,1505,1505,108,4007,13,13,159,252,378,110,0,0
973 3,1898,1551,1551,41,3808,66,23,190,121,305,44,44,23
973 4,1892,1447,1447,37,3921,156,94,337,279,466,0,0,0
973 5,1707,1501,1501,50,3777,298,11,399,209,457,0,0,0
973 6,1956,1392,1392,44,4002,139,139,353,327,505,0,0,0
973 7,1802,1557,1557,79,3702,126,88,189,135,257,106,106,83
973 8,1927,1445,1445,151,3751,13,10,82,10,200,154,18,0
973 9,1999,1536,1536,84,3911,10,10,185,171,368,87,16,0
973 10,2093,1448,1448,28,4054,30,30,238,309,372,30,30,19
973 11,2040,1437,1437,167,3872,23,23,85,123,295,170,0,0
973 12,1891,1377,1377,93,3648,29,12,9,15,90,248,0,0
974 1,2081,1000,1000,29,3447,408,353,348,354,236,512,353,274
974 2,2400,835,835,28,3688,525,525,489,602,229,771,539,0
974 3,2444,816,816,93,3756,479,479,503,655,182,795,543,0
974 4,2438,983,983,49,3842,352,352,334,524,86,628,373,0
974 5,2110,1297,1297,27,3801,145,145,34,164,226,303,97,97
974 6,2391,944,944,38,3748,446,446,380,516,173,670,429,0
974 7,2258,1269,1269,20,3930,134,134,51,311,294,342,100,100
974 8,2258,1137,1137,24,3797,288,288,188,333,245,475,249,120
974 9,2188,882,882,18,3445,519,471,463,471,352,599,467,158
974 10,1901,1302,1302,36,3577,112,51,45,52,8,333,52,22
974 11,2191,955,955,20,3527,442,408,387,408,290,625,392,185
974 12,2265,1034,1034,19,3699,382,382,295,398,266,563,332,59
975 1,2280,697,697,87,3609,643,643,628,707,346,895,665,7
975 2,2209,586,586,149,3583,723,620,589,735,431,960,776,85
975 3,2093,729,729,26,3344,678,625,619,625,507,642,625,169
975 4,1965,373,373,10,3395,977,418,375,530,686,1001,973,338
975 5,2020,363,363,61,3470,940,395,365,511,656,1062,990,315
975 6,1813,454,454,6,3149,967,611,454,681,478,781,781,417
975 7,2038,531,531,94,3395,866,580,532,691,588,859,816,227
975 8,2139,813,813,15,3354,598,542,537,543,426,576,543,191
975 9,2397,745,745,142,3734,531,531,574,720,239,866,613,0
975 10,2190,479,479,95,3619,776,518,480,632,502,1079,830,167
975 11,2104,644,644,30,3412,754,693,646,713,525,772,703,130
975 12,1943,554,554,87,3258,858,650,560,753,520,745,745,286
976 1,1801,169,169,14,3307,1172,250,171,346,823,1138,1138,544
976 2,1437,118,118,13,3045,1557,163,114,187,926,1333,1333,923
976 3,1964,237,237,34,3468,1034,270,241,387,761,1170,1058,423
976 4,1882,132,132,2,3425,1141,164,133,279,870,1240,1150,533
976 5,1928,301,301,35,3389,1029,346,303,457,742,1063,1046,398
976 6,1648,119,119,33,3296,1435,47,122,83,1067,1429,1422,829
976 7,1569,137,137,7,3038,1287,373,137,405,664,1055,1055,702
976 8,1639,146,146,10,3120,1268,369,150,376,707,1076,1076,658
976 9,1830,254,254,26,3294,1120,336,257,436,749,1052,1052,481
976 10,1520,132,132,20,3153,1511,82,117,82,993,1382,1382,890
976 11,1751,169,169,15,3437,1426,27,173,27,1049,1541,1375,711
976 12,1511,57,57,15,3015,1367,310,57,348,726,1127,1127,778
977 1,1534,218,218,27,3215,1558,20,208,20,1040,1491,1491,929
977 2,1388,154,154,13,3008,1598,115,154,213,943,1357,1357,883
977 3,1504,365,365,65,3252,1675,54,358,167,950,1642,1639,899
977 4,1584,390,390,98,3350,1661,66,395,225,989,1702,1604,803
977 5,1140,201,201,46,2948,1990,248,422,453,602,1748,1748,572
977 6,1473,228,228,18,3310,1851,98,509,382,844,1856,1787,870
977 7,1360,353,353,18,3123,1786,38,416,246,818,1660,1660,796
977 8,1306,337,337,44,3015,1753,9,331,236,837,1539,1539,762
977 9,1690,183,183,61,3374,1459,0,185,50,1094,1521,1420,773
977 10,1598,264,264,93,3309,1558,73,267,100,1064,1568,1523,835
977 11,1654,297,297,23,3384,1559,109,298,155,1024,1629,1505,761
977 12,1438,250,250,17,3120,1626,84,234,102,966,1484,1484,897
978 1,1204,87,87,44,3159,2213,450,154,700,493,2108,2108,675
978 2,1166,127,127,39,3013,2033,285,362,492,575,1840,1840,597
978 3,1241,133,133,19,3093,1999,246,383,465,631,1859,1859,673
978 4,1107,326,326,41,3142,2454,676,65,941,296,2315,2315,527
978 5,1324,39,39,0,3269,2142,388,218,657,603,2103,2068,794
978 6,915,302,302,14,2942,2495,676,81,772,169,2225,2225,357
978 7,1263,169,169,25,3252,2273,519,86,784,496,2215,2197,710
978 8,1078,114,114,57,2922,2082,338,331,543,513,1819,1819,507
978 9,1022,46,46,18,2949,2241,493,156,700,380,1994,1994,481
978 10,1209,43,43,20,3100,2083,325,295,553,570,1946,1946,652
978 11,985,197,197,32,2974,2378,623,10,840,279,2139,2139,450
978 12,995,300,300,53,3021,2463,684,60,851,228,2247,2247,433
979 1,881,359,359,22,2928,2558,618,143,734,110,2274,2274,314
979 2,965,440,440,52,3034,2599,544,199,816,128,2376,2376,358
979 3,994,723,723,58,3099,2858,273,469,846,5,2259,2259,162
979 4,1084,801,801,60,3051,2919,240,537,726,12,2250,2250,146
979 5,860,609,609,59,2977,2793,368,388,720,24,2265,2265,207
979 6,874,750,750,80,3021,2924,227,524,748,115,2158,2158,95
979 7,1284,698,698,19,3104,2912,365,521,589,44,2366,2366,228
979 8,1088,366,366,35,3136,2495,635,106,940,259,2347,2347,494
979 9,869,469,469,27,2949,2661,508,251,721,45,2381,2381,263
979 10,1002,522,522,3,3093,2665,468,272,854,93,2419,2419,349
979 11,964,811,811,121,3004,2952,178,562,806,36,2169,2169,68
979 12,978,642,642,14,3099,2784,348,392,840,5,2313,2313,231
980 1,1130,661,661,172,2933,2933,192,670,600,96,2170,2170,152
980 2,926,446,446,235,2605,2605,70,961,720,14,1809,1809,0
980 3,1057,380,380,240,2588,2588,114,1004,593,67,1849,1849,0
980 4,1304,420,420,110,2816,2816,65,825,366,138,2142,2142,109
980 5,943,682,682,262,2852,2852,25,715,746,3,2032,2032,0
980 6,1144,558,558,227,2821,2821,89,789,531,141,2082,2082,150
980 7,816,778,778,204,2906,2906,146,641,710,149,2033,2033,0
980 8,1219,542,542,147,2879,2879,141,744,481,113,2160,2160,156
980 9,909,526,526,304,2682,2682,0,881,738,0,1870,1870,48
980 10,996,482,482,305,2669,2669,24,910,651,0,1892,1892,7
980 11,1150,314,314,255,2562,2562,149,1010,509,6,1866,1866,17
980 12,975,364,364,178,2539,2539,146,1036,680,8,1771,1771,1
981 1,1213,134,134,115,2401,2401,318,857,522,46,1761,1761,176
981 2,1052,292,292,153,2493,2493,209,1049,619,0,1765,1765,52
981 3,1218,270,270,259,2549,2549,170,943,449,0,1886,1886,71
981 4,1320,117,117,117,2439,2439,296,786,421,0,1844,1844,232
981 5,944,218,218,21,2371,2371,205,1064,763,0,1608,1608,167
981 6,1155,226,226,171,2471,2471,241,948,533,0,1793,1793,83
981 7,1067,153,153,45,2352,2352,322,952,664,0,1649,1649,181
981 8,943,112,112,15,2029,2029,449,776,698,299,1373,1373,504
981 9,1406,69,69,65,2450,2450,303,715,364,5,1895,1895,245
981 10,1297,19,19,19,2337,2337,400,721,494,3,1764,1764,306
981 11,1190,57,57,38,2315,2315,403,809,578,0,1689,1689,252
981 12,1377,151,151,108,2529,2529,216,789,325,29,1944,1944,192
982 1,1157,268,206,24,1983,1983,460,546,460,316,1479,1479,602
982 2,1088,602,322,40,1590,1590,640,364,640,402,1193,1193,969
982 3,1037,182,182,21,2008,2008,556,675,592,302,1418,1418,534
982 4,1181,652,232,17,1599,1599,568,279,568,310,1273,1273,997
982 5,1321,249,58,13,2093,2093,321,473,321,234,1646,1646,568
982 6,1251,549,126,23,1750,1750,428,306,428,349,1404,1404,882
982 7,1275,452,79,22,1867,1867,355,353,355,320,1489,1489,784
982 8,1060,389,292,17,1809,1809,565,515,565,492,1308,1308,744
982 9,1239,293,124,20,2004,2004,378,484,378,313,1544,1544,624
982 10,964,272,272,16,1880,1880,572,645,648,435,1291,1291,654
983 1,1151,835,294,21,1412,1412,705,153,705,255,1202,1202,876
983 2,1121,743,309,35,1477,1477,674,238,674,308,1189,1189,923
983 3,1500,950,27,26,1546,1546,548,88,550,55,1542,1482,1089
983 4,1133,665,282,63,1556,1556,622,292,622,333,1220,1220,994
983 5,1235,696,185,19,1592,1592,540,218,540,247,1316,1316,1033
983 6,1229,970,223,16,1341,1341,744,12,744,190,1263,1263,840
983 7,1263,866,186,20,1459,1459,632,73,632,144,1312,1312,948
983 8,1530,1159,46,26,1380,1380,740,260,746,223,1525,1288,981
983 9,1222,1057,232,17,1259,1259,782,21,825,244,1251,1251,771
983 10,1235,1147,233,23,1192,1192,776,94,793,302,1266,1183,717
983 11,1571,1033,96,3,1518,1518,597,188,604,155,1578,1431,1095
983 12,1498,761,48,0,1711,1711,375,27,375,135,1568,1568,1007
984 1,1290,1290,241,36,912,912,495,365,495,507,1324,851,577
984 2,1661,1464,129,15,1228,1228,510,551,802,534,1268,1054,970
984 3,1390,1390,171,35,895,895,478,442,478,556,1430,784,651
984 4,1571,1231,71,71,1347,1347,711,334,804,299,1455,1235,980
984 5,1641,1354,130,33,1299,1299,587,461,878,429,1337,1149,991
984 6,1378,1298,106,16,1150,1150,733,278,733,371,1412,1081,756
984 7,1516,1306,5,5,1241,1241,700,359,824,363,1455,1134,887
984 8,1277,1277,223,13,1006,1006,590,281,590,496,1308,959,612
984 9,1499,1499,80,0,940,940,513,475,513,603,1345,777,753
984 10,1271,1271,290,34,818,818,401,366,401,440,1313,753,531
